Questions,Answer
Is it possible to prevent swollen ankles and swollen feet?,"'In many situations, the swelling in feet and ankles can be reduced or prevented. The following is a list of ways to reduce or prevent ankle and feet swelling:''Because there are so many underlying causes of feet and ankle swelling, there are numerous ways to avoid or reduce the chances for their development. The reader is urged to follow up on this article by reading about ways to prevent underlying causes of swelling.' Exercise to improve circulation and fluid distribution Eat a healthy diet; too much salt may cause fluid retention, high blood pressure (hypertension), and swelling Interrupt sitting or standing several times a day and elevate the feet and ankles above the heart Lose excess weight to lessen water retention and decrease the build-up of pressure on muscles and joints Consider using support stockings or hose Examine prescription and other medications; consult with the doctor if medication may be responsible for fluid retention Avoid smoking, alcohol and other substances that can lead to underlying causes of swelling"
What is the prognosis for swollen feet and swollen ankles?,"'The majority of people with swollen feet and ankles have a good to excellent outcome because the swelling is usually reversible and has no lasting complications. However, a significant number of patients who have underlying causes that are chronic and refractory to treatment have a wider range of prognosis (good to poor) depending on how well the patient responds to both lifestyle changes and medications.' "
What is Felty's syndrome?,"""Felty's syndrome is a complication of long-standing ""'rheumatoid arthritis'"". Felty's syndrome is defined by the presence of three conditions: ""'rheumatoid arthritis'', an enlarged spleen (''splenomegaly'""), and an abnormally low white blood cell count. Felty's syndrome is uncommon. It affects less than 1% of patients with rheumatoid ""'arthritis''.' "
What causes Felty's syndrome?,"""The cause of Felty's syndrome is not known. Some patients with rheumatoid arthritis develop Felty's syndrome, but most do not. White blood cells are produced in the bone marrow. There seems to be an active bone marrow function in patients with Felty's syndrome, producing white cells, despite the low numbers of circulating white blood cells (""'neutropenia'""). White cells may be stored excessively in the spleen of a patient with Felty's syndrome. This is especially true in patients with Felty's syndrome that have antibodies against the particular type of white blood cells usually affected (cells called granulocytes or neutrophils)."" "
What are risk factors for Felty's syndrome?,"""The risk factor for Felty's syndrome is having rheumatoid arthritis."" "
What are the signs and symptoms of Felty's syndrome?,"""Some patients with Felty's syndrome have more infections, such as ""'pneumonia'"" or skin infections, than the average person. This increased susceptibility to infections is attributed to the low white blood counts that are characteristic of Felty's syndrome. Ulcers in the skin over the legs can complicate Felty's syndrome.""  "
How do doctors diagnose Felty's syndrome?,"""There is no single test for Felty's syndrome. Physicians diagnose Felty's syndrome based on the presence of rheumatoid arthritis, an enlarged spleen (splenomegaly), and an abnormally low white blood cell count. Most patients do have rheumatoid arthritis antibodies (""'rheumatoid factor'') in the blood and are referred to as having seropositive rheumatoid arthritis.' "
What specialists treat Felty's syndrome?,"""Felty's syndrome is treated by internists, ""'rheumatologists'', and hematologists.' "
What is the treatment for Felty's syndrome? What are complications of Felty's syndrome?,"""Treatment of Felty's syndrome is not always required. The underlying rheumatoid arthritis is managed in the standard fashion. Treatments used for patients with recurring infections, active arthritis, or ulcer in the legs include ""'rheumatoid disease'' modifying ''drugs'', such as ''methotrexate'' (''Rheumatrex'', ''Trexall'') and ''azathioprine'' (Imuran). Patients with severe infectious diseases may benefit by weekly injections with a stimulating factor (granulocyte stimulating factor/GSF) that acts to increase the amount of white blood cells. Surgical removal of the spleen has been performed for the same reasons but has not been evaluated by long-term research studies.' "
Are there home remedies for Felty's syndrome?,"""No. There are no home remedies for Felty's syndrome,"" "
What is the prognosis of Felty's syndrome?,"""The prognosis of Felty's syndrome is generally very good. The best outcomes are a result of consistent monitoring and doctor-patient interaction."" "
Is it possible to prevent Felty's syndrome?,"'No. There is no ''prevention'"" for Felty's syndrome."" "
What is Felty's syndrome?,"""Felty's syndrome is a complication of long-standing ""'rheumatoid arthritis'"". Felty's syndrome is defined by the presence of three conditions: ""'rheumatoid arthritis'', an enlarged spleen (''splenomegaly'""), and an abnormally low white blood cell count. Felty's syndrome is uncommon. It affects less than 1% of patients with rheumatoid ""'arthritis''.' "
What causes Felty's syndrome?,"""The cause of Felty's syndrome is not known. Some patients with rheumatoid arthritis develop Felty's syndrome, but most do not. White blood cells are produced in the bone marrow. There seems to be an active bone marrow function in patients with Felty's syndrome, producing white cells, despite the low numbers of circulating white blood cells (""'neutropenia'""). White cells may be stored excessively in the spleen of a patient with Felty's syndrome. This is especially true in patients with Felty's syndrome that have antibodies against the particular type of white blood cells usually affected (cells called granulocytes or neutrophils)."" "
What are risk factors for Felty's syndrome?,"""The risk factor for Felty's syndrome is having rheumatoid arthritis."" "
What are the signs and symptoms of Felty's syndrome?,"""Some patients with Felty's syndrome have more infections, such as ""'pneumonia'"" or skin infections, than the average person. This increased susceptibility to infections is attributed to the low white blood counts that are characteristic of Felty's syndrome. Ulcers in the skin over the legs can complicate Felty's syndrome.""  "
How do doctors diagnose Felty's syndrome?,"""There is no single test for Felty's syndrome. Physicians diagnose Felty's syndrome based on the presence of rheumatoid arthritis, an enlarged spleen (splenomegaly), and an abnormally low white blood cell count. Most patients do have rheumatoid arthritis antibodies (""'rheumatoid factor'') in the blood and are referred to as having seropositive rheumatoid arthritis.' "
What specialists treat Felty's syndrome?,"""Felty's syndrome is treated by internists, ""'rheumatologists'', and hematologists.' "
What is the treatment for Felty's syndrome? What are complications of Felty's syndrome?,"""Treatment of Felty's syndrome is not always required. The underlying rheumatoid arthritis is managed in the standard fashion. Treatments used for patients with recurring infections, active arthritis, or ulcer in the legs include ""'rheumatoid disease'' modifying ''drugs'', such as ''methotrexate'' (''Rheumatrex'', ''Trexall'') and ''azathioprine'' (Imuran). Patients with severe infectious diseases may benefit by weekly injections with a stimulating factor (granulocyte stimulating factor/GSF) that acts to increase the amount of white blood cells. Surgical removal of the spleen has been performed for the same reasons but has not been evaluated by long-term research studies.' "
Are there home remedies for Felty's syndrome?,"""No. There are no home remedies for Felty's syndrome,"" "
What is the prognosis of Felty's syndrome?,"""The prognosis of Felty's syndrome is generally very good. The best outcomes are a result of consistent monitoring and doctor-patient interaction."" "
Is it possible to prevent Felty's syndrome?,"'No. There is no ''prevention'"" for Felty's syndrome."" "
What are barrier methods of birth control (contraception)?,"'Barrier methods of contraception work by creating a physical barrier between sperm and egg cells so that fertilization cannot occur. The most common forms of barrier contraception are:''Spermicides, a form of chemical contraceptive that work by killing sperm, are often combined with barrier methods of contraception for greater effectiveness.''Barrier methods of contraception generally do not have the side effects of hormonal contraceptives, and some forms of barrier contraception (contraceptive sponges and condoms) may be obtained without a prescription and easily purchased over the counter at pharmacies.''The only medical contraindication to the use of barrier contraception is ''latex allergy'' (when using latex condoms). However, with the exception of male and female condoms that can provide some protection against infection with sexually-transmitted diseases (''STDs''), most methods of barrier contraception are not effective in preventing STDs.'  condoms (male and female), diaphragm, cervical cap, and contraceptive sponge."
Spermicides,"""During sexual intercourse, hundreds of millions of sperm are normally released into a woman's vagina. The large majority of these sperm die. They die because of the vagina's unfriendly environment, which is acidic, and because the ""'mucus'"" in the cervix above the vagina acts as a selective filter for the sperm. Only about 1% of all the sperm released in an ejaculation successfully pass through the woman's vagina and cervix to reach the uterus (the womb). However, it only takes one sperm to fertilize the ovum (the egg) and to achieve ""'conception''.''Spermicides are a type of contraceptive agent that work by killing sperm.'""Spermicides need to be placed in a woman's vagina prior to intercourse if they are to prevent viable sperm from reaching her uterus. Spermicides come in a wide variety of forms, including jellies, creams, foams, films, and suppositories. The active ingredient in essentially all spermicides is Nonoxynol-9. This is a detergent-like chemical that kills sperm (i.e. spermicidal).""'Once placed inside the vagina, the spermicide melts into a liquid that coats the vagina in order to provide a chemical barrier between the sperm and the cervix. Spermicidal foams are more effective than creams or jellies. Not only is it possible to achieve a better distribution with foam, but foam adheres better to the vaginal walls and cervix.''Suppositories are solid or semi-solid inserts which must be inserted in the vagina 15 minutes before intercourse in order to bind with vaginal moisture and liquefy.''Vaginal contraceptive film needs to be in place in the vagina about 5 minutes prior to sexual intercourse in order to liquefy and become effective.'""Spermicides resemble other methods of birth control in that they must be used properly in order to prevent pregnancy. Each type of spermicide has a unique method of use. For example, spermicidal creams, gels, and foams need to be deposited high up in the vagina near the cervix. Spermicidal suppositories must be unwrapped and inserted in the vagina. Squares of spermicidal film should be inserted into the vagina with the user's finger. It is important to follow the package's exact instructions.""""A spermicide should be placed in the vagina prior to the man's penis entering the vagina. It is a common mistake for a couple to wait too long before using the spermicide.""'There are two basic concerns with any given spermicide. 1) How long the spermicide stays in the desired place; and 2) how long the spermicide is active in killing sperm. Therefore, the timing of spermicide use must take into account both of these factors.''In general, spermicides tend to be effective soon after their application. They can be inserted 15 minutes or more before intercourse. However, if there is a significant delay before intercourse (for example an hour), more spermicide must be added.''A fresh application of spermicide must also be used for each act of intercourse.''Douching'' should be avoided for at least 8 hours after the last intercourse.''The effectiveness of spermicides in preventing pregnancy varies from 70 to 90%. This depends on the amount of spermicide and how it is used, the timing of use prior to intercourse, and how well the instructions on the package are followed.''Spermicides should not be used as protection for the woman or man against sexually transmitted infections (sexually transmitted diseases, or STDs). While spermicides may be partially protective against certain organisms that cause sexually transmitted infections, (e.g. ''Chlamydia'' and ''gonorrhea''), they also do not protect against the ''human Immunodeficiency virus'' (''HIV'') infection.''The main objection voiced concerning spermicides is that they are ""messy."" A small percent (2% to 4%) of people may have an adverse reaction to Nonoxynol-9, which is experienced as an irritation or a burning sensation within the vagina or on the external genitalia.''Spermicides have some positive features. They are relatively inexpensive and they are available over-the- counter (OTC) without a prescription.''Note that some lubricating jellies available ''over-the-counter'' do not contain spermicide and are not meant to be used as a form of birth control. It is important to check the information on the package to be sure that the product contains spermicide or that the word ""contraceptive"" appears on the label.' "
Male condom,"'Male condoms are far more common than female condoms. A ''male condom'"" is a thin sheath that is worn over the man's penis during sexual intercourse. The ""'condom'' collects sperm so that it is not released into the vagina. Condoms are known as rubbers, sheaths, prophylactics, and many other names.''Condoms are made from a variety of materials including latex, rubber, ''plastic'' polyurethane, and animal tissue. They are also available in a variety of sizes, colors, styles, and thicknesses. They may be dry, lubricated, or treated with a spermicide. Although convenient, a wallet is not the best place to store condoms. Condoms last longer when they are stored under less moist conditions. In general, condoms have a shelf life of about five years if stored unopened in a cool, dry place.'""A condom must be the correct size and fit the man's erect penis properly. There should be 1/2 inch (about 1.25 cm) at the tip of the condom to provide a space for the sperm-filled semen to collect. Some condoms have this feature built in.""'Prior to any contact between the penis and the vagina, the condom is unrolled over the erect penis, ensuring the condom is not turned backwards or inside out. Some condoms come pre-lubricated. If additional lubrication is desired, a water-based product should be used. Spermicides may be used as lubricants with condoms and may thus increase the efficacy of the condom. Oil-based products such as Vaseline, vaginal creams, or mineral oil, may damage the condom and should never be used.''There is an obvious problem of lack of barrier protection if the condom breaks, slips, or comes off the penis. Condoms are quality controlled in the U.S. by the Food and Drug Administration (FDA) for manufacturing defects that could result in breakage. Condom failure can also be caused by the user and/or his partner. For example, long fingernails or jewelry can tear condoms.''Immediately after ejaculation, the condom should be removed from the vagina. It should be held firmly in place at the base of his penis, as it is withdrawn from the vagina. Care must be taken not to spill any of the ejaculate from the condom.''Each condom must be discarded after a single use. A new condom must be used for the next act of intercourse. Male condoms are not reusable.''Condoms can be purchased over-the-counter (OTC) without a prescription. Most of those on the market are made of latex. The estimated effectiveness of the latex condom is 87% to 90% or 10 to 13 ''pregnancies''/100 women per year of sexual activity.''About 1% to 3% of people are ''allergic'' to latex. In such cases, they may be able to use condoms made of polyurethane, a type of plastic, can often be used. However, polyurethane condoms may break more easily than latex condoms and they do not protect against sexually transmitted infections (sexually transmitted diseases, or STDs).''Latex condoms afford the maximum protection against sexually transmitted infections including ''HIV'' (human immunodeficiency virus) and ''herpes'' virus. According to the U.S. Centers for Disease Control and Prevention (CDC), consistent and correct usage of latex condoms:''Animal membrane condoms, made from the ''intestines'' of sheep, when used with contraceptive foam, can be effective in preventing pregnancy, but they may not provide adequate protection against all sexually transmitted infections. This is because the pores in the animal tissue permit small organisms such as ''viruses'' to pass through.''The most frequent complaint lodged regarding condoms is that their usage decreases sexual pleasure for the male. This is an unfortunate attitude because male condoms are an effective, acceptable, inexpensive, and safe method of birth control.' is highly effective in preventing sexual transmission of HIV, the virus that causes AIDS. reduces the risk for many STDs that are transmitted by genital fluids (STDs such as Chlamydia, gonorrhea, and trichomoniasis). reduces the risk for genital ulcer diseases, such as genital herpes, syphilis, and chancroid, only when the infected area or site of potential exposure is protected. may reduce the risk for genital human papillomavirus (HPV) infection and HPV-associated diseases (for example, genital warts and cervical cancer)."
Female condom,"""The female condom is not well known in the United States. It is essentially a cylindrical vaginal pouch made of soft polyurethane (a type of plastic) with a ring at either end. One end of the pouch is open. The other end is closed. A woman inserts the closed end high up in her vagina over her cervix. The open end remains on the outside of her vagina. The vagina is now lined with the condom. When she has intercourse, the man inserts his penis into the open end of the woman's condom. Once intercourse is over and the man withdraws his penis, the condom containing the semen can now be removed and discarded.""'The female condom can be put in up to 8 hours before intercourse. A significant amount of practice may be necessary before a woman can properly insert and position a female condom. The sides of the internal ring can be folded together and inserted into the vagina much like a diaphragm is inserted. The female condom is thinner than the male condom and is resistant to degradation by oil-based lubricants.''A female condom should never be used when the man is also wearing a condom. The two condoms can stick together and tear, resulting in a total loss of protection.''The female condom (Reality) was approved by the U.S. Food and Drug Administration (FDA) in 1993. The Reality Condom is made of polyurethane, but other types of female condoms are available in other areas of the world. Its estimated effectiveness is 85% (15 pregnancies/100 women per year) as compared to 87% to 90% for the male condom.''Problems associated with the female condom include irritation and allergic reactions to the polyurethane. Other concerns are that the female condom is cumbersome, difficult to insert, may not remain in place, and is unattractive. It may also produce unpleasant noises if there is not enough lubrication. For this reason, most female condoms are now generously pre-lubricated with silicone and packets of additional lubricant are included. The lubricant does not contain spermicide.''The female condom (Reality) can be purchased over-the counter (OTC) without a prescription, but it may cost more than a male condom. Package instructions currently advise single use but studies are underway to determine if the female condom can be safely washed and reused up to five times.''The main disadvantage of the female condom is that it is not as effective as its male latex counterpart.''The main disadvantage of the female condom is that it is not as effective as the male latex condom in preventing pregnancy.' "
Contraceptive sponge,"'The contraceptive sponge is a doughnut-shaped ring of polyurethane foam and is impregnated with the spermicide Nonoxynol-9. This chemical confers most of the contraceptive efficacy of this product.''Before intercourse, a woman inserts the sponge high into the vagina in the manner similar to the insertion of a tampon. The spermicidal sponge should then act as a barrier in order to prevent sperm from reaching the cervix. Once in place, the sponge provides protection for up to 24 hours without the need for additional spermicide.''The sponge must remain in the vagina for at least 6 hours following intercourse in order to provide optimum contraception. However, the same sponge should never remain in the vagina for more than a total of 30 hours because of the risk of ''toxic shock syndrome''. (''Toxic shock syndrome'' is an uncommon and potentially very serious illness that is caused by a type of bacteria. This illness occurs when certain types of products, such as tampons,are left in place for excessive periods of time. Package inserts for these products are careful to specify how long they may be safely kept in place. Each sponge is discarded after a single use.''The sponge is generally an effective birth control. Some users of the contraceptive sponge may experience irritation and allergic reactions. The sponge can also be difficult to remove from the vagina. Removal has been made easier by the addition of a woven polyester loop which can be more easily grasped with the fingers.''The estimated contraceptive efficacy of the sponge is estimated to be between 64% and 82%. The spermicide may provide some protection against ''Chlamydia'' and gonorrhea, but otherwise, the degree of this protection is unknown.' "
Diaphragm,"'The diaphragm is a soft, flexible, dome-shaped latex cup which is inserted into the vagina prior to intercourse. The rim of the cup contains a coil spring of metal which serves to hold it in place. The diaphragm blocks access to the cervix so that sperm cannot pass from the vagina into the uterus. The diaphragm must be covered on both sides and especially around its rim with spermicidal jelly, cream, or foam in order to form a tight seal with the vaginal walls.''A woman should insert the diaphragm into her vagina no more than 4 hours prior to intercourse. Following ''coitus'', she should check the diaphragm should be checked to ensure that it was not mechanically dislodged. The diaphragm must be left in place for at least 6-8 hours following intercourse, at which time it should be removed. Additional spermicidal jelly or foam must be inserted into the vagina each act of intercourse.''Since diaphragms are only available with a prescription, a woman must see a health care practitioner to have a diaphragm properly fitted (they come in a range of sizes), and to learn proper insertion techniques. There are no known long-term health risks associated with using the diaphragm and spermicide method of birth control. Some women may find spermicides to be irritating, but changing brands of spermicides may help. There is also an increased risk of ''urinary tract infections'' with diaphragm use. One possible reason is that the diaphragm puts increased pressure on the urethra or the spermicide may contribute to irritation leading to infection. (The cervical cap is not associated with increases in ''urinary tract infections''.)''The diaphragm may be appealing to women because it offers a safe temporary (not permanent) birth control that is under her control.''When the diaphragm and spermicide are used correctly, they are thought to have over an 82% success rate (18 pregnancies/100 women per year). To ensure protection, it is important to check the diaphragm after every use for rips or holes after each usage. This is best accomplished by filling the diaphragm with water and then holding it up to the light to observe for leakage. Also, the fit of the diaphragm should be checked annually, following pregnancy, and after significant ''weight loss''.''Using a diaphragm does not confer protection against sexually transmitted infections, although the spermicide does give partial protection against gonorrhea and Chlamydia. It can, however, be used with condoms in order to confer some protection against sexually transmitted diseases (STDs).' "
Cervical cap,"'The cervical cap is a small (1-1/2 inches or about 3 cm.), thimble-shaped dome made of latex or silicone rubber (it is much smaller than a diaphragm) which fits directly over the cervix. The cervical cap is used in conjunction with a spermicide. One small application of spermicide is placed inside the cap at the time of insertion. The cap plus spermicide prevent sperm from going through the cervix and entering the uterus.''The cervical cap is gently inserted into the vagina and positioned over her cervix. It can be inserted as long as 8 hours prior to intercourse, and can be allowed to remain in place for up to 48 hours. Unlike the diaphragm, fresh spermicidal jelly or foam does not need to be added with each act of intercourse as long as the cervical cap is correctly positioned over the cervix.''As with the diaphragm, a cervical cap requires a prescription. A woman must see a health care practitioner to determine the correct size and to ensure that she understands the proper insertion and removal techniques.''There are no known significant health risks associated with using the cervical cap and spermicide. The cervical cap can be difficult to insert, but it may be helpful for women who are unable to use a diaphragm because of poor muscle tone. Women who suffer from recurring urinary tract infections related to diaphragm usage may also want to elect to try the cervical cap.''It is important to remember that using a cervical cap does not protect from sexually transmitted infections, although spermicides may give some protection against Chlamydia and gonorrhea.''When the cervical cap and spermicide are used properly, they are more than 80% effective in achieving reliable contraception.' "
Female reproductive system definition,'The female reproductive system is made up of internal organs and external structures. Its function is to enable reproduction of the species. Sexual maturation is the process that this system undergoes in order to carry out its role in the process of ''pregnancy'' and birth.' 
What do the reproductive organs look like (picture)?,"'The uterus, or womb, is a hollow organ located centrally in the pelvis. It houses the developing fetus during pregnancy. The lower portion of the uterus is called the cervix and opens into the vagina, or birth canal. An opening in the cervix allows for the passage of sperm into the uterus and the exit of menstrual blood. This same opening dilates during ''labor'' to allow passage of the baby through the birth canal. Arising from the upper portion of the uterus on each side are the Fallopian tubes. These are channels that allow eggs from the ovaries to enter the uterus. The process of ''fertilization'"" of an egg by a sperm cell typically happens in the Fallopian tubes, and the fertilized egg moves into the uterus where it is implanted. Beside the uterus on each side and near the opening of the Fallopian tubes are the small, oval ovaries. They produce hormones and contain eggs. At birth, a female has 1 to 2 million eggs already present in the ovaries, but only about 300 of them will mature during a woman's lifetime."" "
External reproductive organs,"'The labia majora are two fleshy protrusions that protect and envelop the other external reproductive organs. They are covered with hair after ''puberty''.\xa0They contain glands that produce sweat and oils. Inside the labia majora are the labia minora, smaller protrusions of flesh that surround the openings to the urethra (that allows passage or urine) and the vagina. Located next to the vaginal opening are glands that produce ''mucus'"" known as Bartholin's glands. At the junction of the labia minora is the clitoris, a small structure that is covered by a skin fold called the prepuce. The clitoris is comparable to the male penis and is highly sensitive."" "
The menstrual cycle,"'The ''menstrual cycle'' is the monthly cycle of follicle and egg maturation, release of an egg (''ovulation''), and preparation of the uterine lining for pregnancy. If a woman does not become ''pregnant'', the uterine lining tissue is shed as menstrual blood. Most menstrual cycles occur every 28 days. Menarche is the time during adolescence when menstrual periods begin. Menstrual periods continue to occur until a woman reaches ''menopause''.' "
Follicular phase,"'The follicular phase is the beginning of the menstrual cycle. It starts on the first day of menstrual bleeding and usually lasts about 14 days. The hormones ''follicle-stimulating hormone'' (FSH) and luteinizing hormone (LH) are released from the ''pituitary gland'' to stimulate the ovaries. In turn, the ovaries produce estrogen and stimulate the maturation of about 15 to 20 eggs in the ovaries inside small cystic areas known as follicles. Once estrogen levels begin to rise, the secretion of FSH is reduced by a feedback system so that follicle stimulation ceases at the appropriate time. With time, one of the egg follicles (or rarely, two or more) becomes dominant, and maturation of the other follicles is interrupted. The dominant follicle continues to make estrogen.' "
Ovulation,"'Ovulation occurs at the midpoint of the menstrual cycle. Estrogen production from the dominant follicle leads to a sharp rise in LH secretion, causing the dominant follicle to release its egg. The egg is swept into the Fallopian tube by thin structures on the ends of the tubes known as fimbriae. At this time, the cervix produces an increased amount of thin mucus that assists sperm in the passage into the uterus.' "
Luteal phase,"'The luteal phase of the menstrual cycle begins at ovulation (egg release). After the egg is released, the empty follicle turns into a cystic mass of cells called the corpus luteum. The corpus luteum then produces ''progesterone'', a hormone that readies the lining of the uterus for implantation of a fertilized egg. If an egg has been fertilized, the fertilized egg travels down one of the Fallopian tubes into the uterus and implants in the uterine lining tissue. If fertilization of an egg has not occurred, the lining of the uterus eventually breaks down and is shed resulting in menstrual bleeding.' "
Menopause,"'Menopause'' is defined at the point in time at which a woman has not had a ''menstrual period'"" for 12 consecutive months. It signals the end of a woman's ""'fertility'' and occurs, on average, at 51 years of age, though the time of ''menopause'' can vary widely. With menopause, hormone levels drop, and some women experience unpleasant effects from the lowered hormone levels, including\xa0''hot flashes'', ''mood changes'', ''headache'', ''tiredness'', and ''sleep'' disturbances.' "
Female reproductive system definition,'The female reproductive system is made up of internal organs and external structures. Its function is to enable reproduction of the species. Sexual maturation is the process that this system undergoes in order to carry out its role in the process of ''pregnancy'' and birth.' 
What do the reproductive organs look like (picture)?,"'The uterus, or womb, is a hollow organ located centrally in the pelvis. It houses the developing fetus during pregnancy. The lower portion of the uterus is called the cervix and opens into the vagina, or birth canal. An opening in the cervix allows for the passage of sperm into the uterus and the exit of menstrual blood. This same opening dilates during ''labor'' to allow passage of the baby through the birth canal. Arising from the upper portion of the uterus on each side are the Fallopian tubes. These are channels that allow eggs from the ovaries to enter the uterus. The process of ''fertilization'"" of an egg by a sperm cell typically happens in the Fallopian tubes, and the fertilized egg moves into the uterus where it is implanted. Beside the uterus on each side and near the opening of the Fallopian tubes are the small, oval ovaries. They produce hormones and contain eggs. At birth, a female has 1 to 2 million eggs already present in the ovaries, but only about 300 of them will mature during a woman's lifetime."" "
External reproductive organs,"'The labia majora are two fleshy protrusions that protect and envelop the other external reproductive organs. They are covered with hair after ''puberty''.\xa0They contain glands that produce sweat and oils. Inside the labia majora are the labia minora, smaller protrusions of flesh that surround the openings to the urethra (that allows passage or urine) and the vagina. Located next to the vaginal opening are glands that produce ''mucus'"" known as Bartholin's glands. At the junction of the labia minora is the clitoris, a small structure that is covered by a skin fold called the prepuce. The clitoris is comparable to the male penis and is highly sensitive."" "
The menstrual cycle,"'The ''menstrual cycle'' is the monthly cycle of follicle and egg maturation, release of an egg (''ovulation''), and preparation of the uterine lining for pregnancy. If a woman does not become ''pregnant'', the uterine lining tissue is shed as menstrual blood. Most menstrual cycles occur every 28 days. Menarche is the time during adolescence when menstrual periods begin. Menstrual periods continue to occur until a woman reaches ''menopause''.' "
Follicular phase,"'The follicular phase is the beginning of the menstrual cycle. It starts on the first day of menstrual bleeding and usually lasts about 14 days. The hormones ''follicle-stimulating hormone'' (FSH) and luteinizing hormone (LH) are released from the ''pituitary gland'' to stimulate the ovaries. In turn, the ovaries produce estrogen and stimulate the maturation of about 15 to 20 eggs in the ovaries inside small cystic areas known as follicles. Once estrogen levels begin to rise, the secretion of FSH is reduced by a feedback system so that follicle stimulation ceases at the appropriate time. With time, one of the egg follicles (or rarely, two or more) becomes dominant, and maturation of the other follicles is interrupted. The dominant follicle continues to make estrogen.' "
Ovulation,"'Ovulation occurs at the midpoint of the menstrual cycle. Estrogen production from the dominant follicle leads to a sharp rise in LH secretion, causing the dominant follicle to release its egg. The egg is swept into the Fallopian tube by thin structures on the ends of the tubes known as fimbriae. At this time, the cervix produces an increased amount of thin mucus that assists sperm in the passage into the uterus.' "
Luteal phase,"'The luteal phase of the menstrual cycle begins at ovulation (egg release). After the egg is released, the empty follicle turns into a cystic mass of cells called the corpus luteum. The corpus luteum then produces ''progesterone'', a hormone that readies the lining of the uterus for implantation of a fertilized egg. If an egg has been fertilized, the fertilized egg travels down one of the Fallopian tubes into the uterus and implants in the uterine lining tissue. If fertilization of an egg has not occurred, the lining of the uterus eventually breaks down and is shed resulting in menstrual bleeding.' "
Menopause,"'Menopause'' is defined at the point in time at which a woman has not had a ''menstrual period'"" for 12 consecutive months. It signals the end of a woman's ""'fertility'' and occurs, on average, at 51 years of age, though the time of ''menopause'' can vary widely. With menopause, hormone levels drop, and some women experience unpleasant effects from the lowered hormone levels, including\xa0''hot flashes'', ''mood changes'', ''headache'', ''tiredness'', and ''sleep'' disturbances.' "
What is ferritin?,'Ferritin is the major iron storage protein of the body. Ferritin levels can be used to indirectly measure how much iron is in the body. Ferritin has the shape of a hollow sphere that permits the entry of a variable amount of iron for storage (as ferric hydroxide phosphate complexes).' 
What is the ferritin blood test?,"""The ferritin test uses venous blood to measure ferritin levels. The test is sometimes ordered together with other tests to help evaluate the body's iron stores, such as an iron level or a total iron binding capacity (TIBC) test."" "
How does one prepare for a ferritin blood test?,'The ferritin test uses venous blood that is withdrawn as for any routine blood test. No special preparation for the test is necessary. Fasting is not necessary.' 
How is the test performed?,"'A needle attached to a vacuum collection device is inserted into a vein, often a vein in the antecubital fossa (crease of the elbow), after the area has been cleaned. Venous blood can also be taken from other sites.' "
What are the potential side effects of a ferritin blood test?,'The ferritin blood test is a routine blood test and typically does not cause side effects. Mild ''bruising'' at the venipuncture site can occur infrequently.' 
What are normal results for a ferritin test?,"'The results may vary slightly among laboratories, but in general, normal ferritin levels range from 12 to 300 nanograms per milliliter of blood (ng/mL) for males and 12 to 150 ng/mL for females.' "
What does an elevated ferritin level mean?,"'Higher-than-normal levels of ferritin can be indicative of an iron storage disorder such as ''hemochromatosis''.''Hereditary ''hemochromatosis'' is an ''inherited'' (genetic) disorder in which there is excessive accumulation of iron in the body (''iron overload''). In individuals with hereditary hemochromatosis, the daily absorption of iron from the ''intestines'' is greater than the amount needed to replace losses. Since the normal body cannot increase iron excretion, the absorbed iron accumulates in the body.''People with hereditary hemochromatosis may have no symptoms or signs (and have normal longevity), or they can have severe symptoms and signs of ''iron overload'' that include:''The symptoms arise because iron accumulates in the organs and leads to destruction and loss of normal function.''Other causes of a high ferritin level are chronic inflammatory medical conditions such as ''liver disease'' or ''rheumatoid arthritis'', or some types of ''cancer''.'   A man with hemochromatosis can accumulate 20 grams of total body iron by age 40 to 50 (the normal iron content for the body is 3 to 4 grams). The excess iron deposits in the joints, liver, testicles, and heart, which causes damage to these organs, and causes signs and symptoms of hemochromatosis. Women with hemochromatosis accumulate iron at a slower rate than men because they lose more iron than men due to iron loss from menstruation. Therefore, they typically develop signs and symptoms of organ damage due to excess iron 10 years later than men. sexual dysfunction, heart failure, joint pains, liver cirrhosis, diabetes mellitus, weight loss, fatigue, and darkening of skin."
What does a low ferritin level mean?,"'Lower-than-normal serum ferritin levels are seen in ''iron deficiency''. Without enough iron, the body cannot produce sufficient levels of ''hemoglobin'', a component of ''red blood cells'' that allows them to carry oxygen. ''Iron deficiency anemia'' is the result. Mild ''anemia'' may not produce symptoms at all. More serious cases of ''iron deficiency anemia'' can produce symptoms such as:' shortness of breath, fatigue, dizziness, feeling lightheaded, pale skin, and fast heartbeat."
What is fetal alcohol syndrome?,"'In 1996, the Institute of Medicine defined fetal alcohol syndrome as ""a pattern of physical, behavioral and cognitive abnormalities in individuals exposed to alcohol while in the womb. The association between these findings and maternal use of alcohol during pregnancy is well documented. To establish the diagnosis of fetal alcohol syndrome, specific criteria must be met. These include (1) documentation of three characteristic facial abnormalities, (2) documentation of smaller than expected ''prenatal'' and/or postnatal length, weight, and head circumference growth parameters, and (3) documentation of central nervous system abnormalities including measurable reduction in brain growth and function and behavioral/academic abnormalities, (4) other ''congenital malformations'' of the ''heart'', kidneys, eyes, and ''hearing loss''. These criteria will be further described later in this article.' "
