Questions,Answer
What are the unresolved issues in GERD (acid reflux)?,"'One unresolved issue in GERD is the inconsistent relationships among acid reflux, heartburn, and damage to the lining of the esophagus (esophagitis and the complications).''Clearly, we have much to learn about the relationship between acid reflux and esophageal damage, and about the processes (mechanisms) responsible for heartburn. This issue is of more than passing interest. Knowledge of the mechanisms that produce heartburn and esophageal damage raises the possibility of new treatments that would target processes other than acid reflux.''One of the more interesting theories that has been proposed to answer some of these questions involves the reason for pain when acid refluxes. It often is assumed that the pain is caused by irritating acid contacting an inflamed esophageal lining. But the esophageal lining usually is not inflamed. It is possible therefore, that the acid is stimulating the pain nerves within the esophageal wall just beneath the lining. Although this may be the case, a second explanation is supported by the work of one group of scientists. These scientists find that heartburn provoked by acid in the esophagus is associated with contraction of the muscle in the lower esophagus. Perhaps it is the contraction of the muscle that somehow leads to the pain. It also is possible, however, that the contraction is an epiphenomenon, that is, refluxed acid stimulates pain nerves and causes the muscle to contract, but it is not the contraction that causes the pain. More studies will be necessary before the exact mechanism(s) that causes heartburn is clear.''There are potentially injurious agents that can be refluxed other than acid, for example, bile. Until recently it has been impossible or difficult to accurately identify non-acid reflux and, therefore, to study whether or not non-acid reflux is injurious or can cause symptoms. ''A new technology allows the accurate determination of non-acid reflux. This technology uses the measurement of impedance changes within the esophagus to identify reflux of liquid, be it acid or non-acid. By combining measurement of impedance and pH it is possible to identify reflux and to tell if the reflux is acid or non-acid. It is too early to know how important non-acid reflux is in causing esophageal damage, symptoms, or complications, but there is little doubt that this new technology will be able to resolve the issues surrounding non-acid reflux.'   Why do only a few of the many episodes of acid reflux that occur in a patient with GERD cause heartburn? Why do some patients with mildly increased acid reflux develop heartburn, while other patients with the same amount of acid reflux do not? Why does heartburn usually occur in an esophagus that has no visible damage? Why is it that some patients with more damage to the esophagus have less heartburn than patients with no damage? Is heartburn not related to inflammation but rather to absorption of acid across the lining of the esophagus through widened spaces between the lining cells?"
What are GERD (gastroesophageal reflux disease) and GER (gastroesophageal reflux) in infants and children?,"'Gastroesophogeal reflux (GER) is the upward flow of stomach contents from the stomach into the esophagus (""swallowing tube""). While not required by its definition, these contents may continue from the esophagus into the pharynx (throat) and may be expelled from the mouth, and in infants, through the nostrils.''Gastroesophogeal reflux is different from ''vomiting'' because usually it is not associated with a violent ejection. Moreover, GER is generally a singular event in time, whereas the ''vomiting'' process is commonly several back-to-back events that may ultimately completely empty all stomach contents and yet still persist (""dry heaves""). The difference between GER and GERD (''gastroesophageal reflux disease'') is a matter of severity and associated consequences to the patient.''The large majority of healthy, full term infants will have episodes of ""''spitting up''"" or ""''wet burps'',"" which technically qualify to be considered gastroesophogeal reflux. These infants generally do not seem in distress before, during, or after by the reflux process. Likewise, the loss of calories as an outcome of GER is inconsequential since growth parameters including weight gain are not affected. Lastly, there seem to be no short or long-term consequences of these reflux experiences. In short, infants with GER are ""''messy spitters''.""''GERD implies a much different condition. Infants and children with GERD often experience distress because of their reflux even if the refluxed stomach contents are not completely ejected from the mouth. Infants and young children may lose so many calories by expulsion that growth is compromised. Some infants or children with GERD may even become averse to feeding due to repeated associations with feeding and ''pain''. Finally, there are a number of short and long term consequences of GERD that are not associated with infants and children with GER.'  "
What are the symptoms of GER and GERD in infants and children?,"'Infants with GER generally have no symptoms other than the obvious reflux of fluid out the mouth. As mentioned previously, they do not appear to have any discomfort associated with their reflux.''Infants and children with GERD may have multiple symptoms including:'   frequent fussiness during feeding or thereafter, frequent or recurrent cough, especially when lying down or asleep, recurrent rejection of the breast or bottle which may lead to poor weight gain, wheezing, especially when lying down or asleep, recurrent pneumonia, and descriptions of ""heartburn,"" ""chest pain,"" or upper midline abdominal pain. Older children may have a bitter taste (similar to that associated with vomiting) in their mouth during reflex episodes"
What causes GER and GERD in infants and children?,"'Infants with gastroesophogeal reflux reflect the immaturity their nervous system. In most infants the junction between the esophagus and stomach is ""closed,"" opening only to allow passage of formula or breast milk into the stomach or to allow the escape of swallowed air via burping.''During episodes of reflux, this junction is continuously open allowing a backwards flow of stomach contents into the esophagus. This reverse flow may occur as a consequence of a relatively large volume of fluid relative to a smaller stomach volume, pressure on the abdominal cavity (for example, placed face down [prone] following a feeding), or overfeeding. Infant GER occurs in over 50% of healthy infants with a peak incidence (65%) at approximately 4 months of age. Most episodes resolve by 12 months of age. GER may occur in both ''breastfed'' and/or formula fed infants. Several studies document that breast fed infants empty their stomach faster than formula fed infants and are thus less likely to experience GER symptoms.''Gastroesophogeal reflux disease also reflects a relaxation of the esophageal-stomach junction similar to infant GER. Factors that may contribute to GERD in infants and children include:' Increased pressure on the abdomen (over eating, obesity, straining with stool due to constipation, etc.). Slower than normal emptying of stomach contents may predispose infants or children to GERD. Certain medications, foods, and beverages may also be implicated in facilitating such pathological reflux. Cured meats (salami, pepperoni) and carbonated and caffeinated drinks may aggravate GERD symptoms. Recent studies indicate that between 2% to 8 % of children 3 to 17 years of age experience GERD symptoms (detailed later)."
How are GER and GERD in infants and children diagnosed?,"""The diagnosis of GER is based upon characteristic historical facts reported by the infant's parents coupled with an elimination of pathological conditions by a normal physical exam. It is very rare to need laboratory studies to establish or support the diagnosis. Part of the evaluation of an infant who may have GER is to rule out pyloric stenosis. Pyloric stenosis is the thickening of the region of the stomach (pyloris) as it transitions into the first section of the small intestine. Studies show that most infants with pyloric stenosis have recurrent symptoms of forceful emesis shortly after a meal. The child is generally content until just before vomiting. There is a genetic predisposition favoring the first-born male. Diagnostic evaluation includes abdominal ""'ultrasound'' or ''barium swallow'' (see below). A surgical procedure provides a cure of the condition.''Pediatricians diagnosis GERD in infants and children by taking a thorough history supported by a complete physical examination enabling the elimination of other conditions that might cause similar symptoms. While rare, studies may be necessary either to establish/support the diagnosis of GERD or to determine the extent of damage caused by the repeated reflux events.''These studies may include:' Barium swallow/upper GI series: This X-ray study involves drinking a material (barium) that allows visualization of the act of swallowing from mouth into the stomach by the propulsive motions of the esophagus and then emptying of the barium from the stomach into the upper part of the intestinal tract. This test is designed to confirm normal anatomy and function of the areas studies. pH probe studies: This test involves passage of a thin, flexible tube through the nose and into the lower regions of the esophagus. The goal is to document the frequency of reflux of stomach acid contents over a prolonged period (usually 24 hours). Endoscopy: Performed by a pediatric gastroenterologist, this procedure involves the passage of an endoscope (a thin, flexible tube with a light source and camera at the leading end) from the throat, through the esophagus and into the stomach. Any damage that is caused by GERD because of stomach acid erosion can be seen through the scope. Erosion caused by refluxed stomach acid (esophagitis) is a characteristic finding. Gastric emptying study: This study involves drinking a mildly radioactive dye and monitoring the speed of passage from the stomach into the upper intestinal tract. Delay in emptying of stomach contents may predispose and aggravate GERD symptoms."
How are GER and GERD treated in infants and children?,"'Rarely, an infant with GER\xa0 generates substantial discomfort, demonstrate aversion to feeding, or show suboptimal weight gain. Conversely, toddlers and older children may experience more substantial symptoms, and thus may need a trial of lifestyle modifications including:''There are several groups of medications that may need to be considered in certain cases of infant GER (rare) or toddler/childhood GERD. These include:''The use of these medications follows a stepwise approach (from #1 to #4) based upon severity of symptoms. Consultation with a pediatric gastroenterologist may be helpful for patients whose response to the above approach is disappointing.''There are very cases where children whose GERD is so severe that a surgical procedure must be considered to manage symptoms. The procedure, called a Nissen ''fundoplication'', involves wrapping the top part of the stomach around the lower esophagus. The displaced stomach contracts during the digestive process, and thus closes off the lower esophagus and prevents reflux. In extraordinary circumstances, a feeding tube directly into the stomach is necessary to complement the Nissen fundoplication.'   mild elevation of the head of bed, serving smaller but more frequent meals, monitoring your child's diet to determine whether specific foods or drinks may tend to aggravate his or her symptoms, and weight reduction if indicated. Medication to lessen gas, for example, Mylicon or Gaviscon Medication to neutralize stomach acid, for example, Mylanta or Maalox Medication to lessen stomach acid histamine blockers, for example, ranitidine (Zantac), famotidine (Pepcid) or cimetidine (Tagamet), and proton pump inhibitors or PPIs, for example, omeprazole (Prilosec), lansoprazole (Prevacid) or rabeprazole (Aciphex) Medication to promote emptying of stomach contents, for example, metoclopramide (Reglan, however, it has a number of side effects) or erythromycin (more routinely used as an antibiotic but known to have side the effect of increasing stomach contractions, but may be helpful with GERD)"
What natural or home remedies treat GER in infants?,"'Since the fundamental issue for infants with GER is ""tincture of time,"" most infants need no specific therapy. Lifestyle adjustments that have been helpful for some infants include:''Rarely, an infant may require medications to ''bridge'' the gap during the neurologic maturation process that enables your child to ""outgrow"" his or her GER. These medications are discussed later.' Mild elevation of the head of the crib mattress Maintaining an upright position for the first 20 to 30 minutes following a feeding Thickening of the formula with rice cereal Utilization of an ""elemental"" formula (for example, Alimentum) Introduction of solid foods at the safe and appropriate age (please check with your child's pediatrician prior to initiating these processes)."
What is the prognosis for GER and GERD in infants and children?,"'The prognosis for infants with GER is excellent. The majority of infants will have resolved their symptoms by 9 to 12 months of age. Infants who required medications during the first few months of life generally ""outgrow"" their medication during the end of the first year of life.''Children who experience GERD symptoms also have a favorable prognosis though it may require longer use of medications and utilization of life style changes for many months. It is important to note that classic ""heartburn"" symptoms may resolve, but more subtle evidence of reflux (for example, persisting cough, especially when laying face up [supine]) may develop. Your child\'s pediatrician is a valuable asset to help monitor for these less obvious presentations of GERD.' "
What is heartburn? What is acid reflux? Are they the same thing?,"'Acid reflux'' occurs when stomach acid backs up into the ''esophagus'' irritating the tissue.''Heartburn'', or ''acid indigestion'', is a symptom of acid reflux, so named because the esophagus lies just behind the heart, and that is where the burning sensation is felt.' "
What is the difference between heartburn and acid reflux?,"'Heartburn is a symptom of acid reflux. Heartburn describes a feeling of burning, ''pain'', or discomfort in the chest that can be quite uncomfortable. You also may a sour or bitter taste in the throat and mouth, and it usually occurs after you eat a big meal or when you lay down.''Not everyone with ''GERD'' will experience heartburn. Other ''symptoms of acid reflux'' include regurgitation of acid into the throat or mouth, a bitter taste in the mouth, ''upset stomach'', ''belching'', ''nausea'' after eating, feeling full, stomach and upper abdomen ''bloating'', dry ''cough'', ''wheezing'', ''hoarseness'', feeling of tightness in the throat, and in some people, ''vomiting''.' "
Differences between symptoms of heartburn vs. acid reflux,"'Heartburn, a symptom of acid reflux, and feels like'' a burning ''pain'' or discomfort in the chest, around the area of the heart.''Acid reflux may include heartburn symptoms. Other common symptoms of acid reflux include:''Acid reflux (''GERD'') and heartburn may cause ''chest pain'', when after eating or when lying down. See your doctor if you have any ''chest pain'' that is not diagnosed because chest pain may be a sign of a ''heart attack'' or another serious heart condition. ''If you have been diagnosed as having acid reflux by your doctor or other health care professional, and your symptoms change suddenly or worsen acutely, seek medical care right away to make sure this chest pain is not associated with a heart attack or other serious medical conditions.'  A warm or acidic taste at the back of the throat Sore throat Upset stomach (dyspepsia) Abdominal pain or discomfort Nausea, a feeling of fullness Bloating Feeling tightness in the throat It may feel difficult to swallow, or you may feel like you have food stuck in your throat."
What causes heartburn vs. acid reflux?," Drinking alcohol Smoking Obesity Poor posture (slouching) Certain medications (calcium channel blockers, theophylline, nitrates, antihistamines) Certain foods (fatty and fried foods chocolate, garlic and onions, caffeinated drinks, acidic foods such as citrus fruits and tomatoes, spicy foods, mint) Eating large meals Eating too quickly Eating before bedtime Hiatal hernia Pregnancy Diabetes Increase in stomach acid (from stress, Zollinger-Ellison syndrome, stomach tumors) Weight gain"
Foods that aggravate heartburn and acid reflux,'Foods that may cause or aggravate acid reflux and heartburn include:'  Fried and fatty foods Chocolate Garlic and onions Caffeinated beverages Acidic foods such as citrus fruits and tomatoes Spicy foods Mint
How can my doctor tell if I have heartburn or acid reflux?,"'A medical doctor can often diagnose GERD (''gastroesophageal reflux disease'') and heartburn by your description of the symptoms your experience.''You may see a gastroenterologist, a medical specialist in disorders of the gastrointestinal (GI) tract, who may order an ''upper GI series''. This is a series of ''X-rays'' of the esophagus, stomach, and upper part of the intestine often used to rule out other health conditions. An upper GI ''endoscopy'', where a flexible probe with a tiny camera at the end is passed down your throat to see the esophagus. This helps diagnose how severe your acid reflux is, and can also rule out other health complications.''If your symptoms are not clearly from acid reflux, your doctor may perform other tests to rule out important conditions like heart attack, ulcers, lung problems, esophagus problems, and ''gastritis''.' "
How are heartburn and acid reflux treated?,"'If ''diet'' and lifestyle changes and OTC medications don’t make a difference in relieving your condition, your doctor may prescribe medications to treat your reflux and heartburn such as:'  Avoid eating close to bedtime. Don’t lie down soon after eating. Don’t eat large meals. Eating smaller, more frequent meals throughout the day may make a difference. Avoid trigger foods that can aggravate symptoms such as fatty or greasy foods, chocolate, caffeine, mint, spicy foods, citrus, and tomato-based foods. Avoid alcohol. Don’t smoke. Lose weight, if overweight. Maintain good posture. Talk to your doctor if you take any medications that may cause symptoms of acid reflux and heartburn to see if there are alternatives. Do not stop taking any prescribed medications without first consulting your doctor. Over-the-counter antacids (Maalox, Mylanta, Tums, and Gaviscon), or histamine-2 receptor blockers (H2 blockers) [cimetidine (Tagamet), famotidine (Pepcid), ranitidine (Zantac), and nizatidine (Axid)] may be used. Proton pump inhibitors (PPIs): esomeprazole (Nexium), lansoprazole (Prevacid), rabeprazole (Aciphex), and pantoprazole (Protonix) Coating agents: sucralfate (Carafate) Promotility agents: metoclopramide (Reglan, Clopra, Maxolon) and bethanechol (Duvoid, Urabeth, Urecholine)"
Is there a cure for heartburn or acid reflux?,"'Most of the time, diet and lifestyle changes can help relieve or cure symptoms of acid reflux (GERD) and heartburn. In some cases over-the-counter or prescription ''drugs'' may be needed.''In rare cases, a last resort to cure acid reflux is a surgery called ''fundoplication''. During this surgery, a surgeon wraps part of the stomach around the esophagus like a collar, which works to increase pressure in the lower esophagus to keep acid from backing up.' "
What is acne?,"'Acne'' (''acne vulgaris'', common ''acne'') is a disease of the hair follicles of the face, chest, and back that affects almost all teenagers during ''puberty'' -- the only exception being members of a few primitive Neolithic tribes living in isolation. It is not caused by bacteria, although bacteria play a role in its development. It is not unusual for some women to develop ''acne'' in their mid- to late-20s.''Acne vulgaris is typical teenage acne which is characterized by three types of lesions:''Acne appears on the skin as''One can do a lot to treat acne using products available at a drugstore or cosmetic counter that does not require a prescription. However, for tougher cases of acne, one should consult a physician for treatment options.'   the comedo or blackhead; the inflammatory papule; and the pustule or pimple. occluded pores (""comedones""), also known as blackheads or whiteheads, tender red bumps also are known as pimples or zits, pustules (bumps containing pus), and occasionally as cysts (the deep pimples and boils of cystic acne)."
What causes acne?,"'No one factor causes acne. Acne occurs when sebaceous (oil) glands attached to the hair follicles are stimulated at the time of puberty or due to other hormonal changes. Sebum (oil) is a natural substance that lubricates and protects the skin. Associated with increased oil production is a change in the manner in which the skin cells mature, predisposing them to plug the follicular pore. The plug can appear as a ''whitehead'' if it is covered by a thin layer of skin, or if exposed to the air, the darker exposed portion of the plug is called a ""blackhead."" The plugged ''hair follicle'"" gradually enlarges, producing a bump. As the follicle enlarges, the wall may rupture, allowing irritating substances and normal skin bacteria access into the deeper layers of the skin, ultimately producing inflammation. Inflammation near the skin's surface produces a pustule; deeper inflammation results in a papule (pimple); if the inflammation is deeper still, it forms a ""'cyst''.'""Here are some factors that don't usually play a role in acne:""'In occasional patients, the following may be contributing factors:'   Food: Parents often tell teens to avoid pizza, greasy and fried foods, and junk food. While these foods may not be good for overall health, they don't play an important causal role in acne. Although some recent studies have implicated a high-carbohydrate diet, milk, and pure chocolate in aggravating acne, these findings are far from established. Dirt: Blackheads are oxidized oil, not dirt. Sweat does not cause acne and is produced by entirely separate glands in the skin. On the other hand, excessive washing can dry and irritate the skin. Stress: Some people get so upset by their pimples that they pick at them and make them last longer. Stress, however, does not play much of a direct role in causing acne. Heredity: If one of your parents had severe acne, it is likely that your acne will be more difficult to control. Pressure: In some patients, pressure from helmets, chin straps, collars, suspenders, and the like can aggravate acne. Drugs: Some medications may cause or worsen acne, such as those containing iodides, bromides, or oral or injected steroids (either the medically prescribed prednisone [Deltasone, Orasone, Prednicen-M, Liquid Pred] or the steroids that bodybuilders or athletes sometimes take). Other drugs that can cause or aggravate acne are anticonvulsant medications and lithium (Eskalith, Lithobid). Most cases of acne, however, are not drug-related. Occupations: In some jobs, exposure to industrial products like cutting oils may produce acne. Cosmetics: Some cosmetics and skincare products are pore-clogging (""comedogenic""). Of the many available brands of skincare products, it is important to read the list of ingredients and choose those which have water listed first or second if one is concerned about acne. These ""water-based"" products are usually best for those with acne."
What other skin conditions can mimic acne symptoms and signs?,"   Rosacea: This condition is characterized by pimples but not comedones and occurs in the middle third of the face, along with redness, flushing, and superficial blood vessels. It generally affects people in their 30s and 40s and older. Pseudofolliculitis: This is sometimes called ""razor bumps"" or ""razor rash."" When cut too close to the skin, growing hairs twist into the skin and produce tender bumps. This is a mechanical problem, and treatment involves shaving less (growing a beard, laser hair removal). Pseudofolliculitis can, of course, occur in patients who have acne, too. Folliculitis: Pimples can occur on other parts of the body, such as the abdomen, buttocks, or legs. These represent not acne but inflamed follicles. If these don't go away on their own, doctors can prescribe oral or external antibiotics, generally not the same ones used for acne. Gram-negative folliculitis: Some patients who have been treated with oral antibiotics for long periods of time develop pustules filled with bacteria that are resistant to the antibiotics that were previously used. Bacterial culture tests can identify these germs, leading the doctor to prescribe different antibiotics or other forms of treatment."
When should someone start acne treatment?,"""Since everyone gets acne at some time, the right time to treat it is when it becomes bothersome or when the potential for scarring develops. This can be when severe acne flares suddenly, for mild acne that just won't go away, or even when a single pimple decides to show up the week before one's prom or wedding.""  "
How to get rid of acne (pimples),"'Moderation and regularity are good things, but not everyone can ''sleep'' eight hours, eat three healthy meals per day, and drink plenty of water a day. Probably the most useful lifestyle changes one can make is to ''never'' to pick or squeeze pimples. Playing with or popping pimples, no matter how careful and clean one is, nearly always makes bumps stay redder and bumpier longer. People often refer to redness as ""scarring,"" but fortunately, it usually isn\'t permanent. It\'s just a mark that takes months to fade if left entirely alone.''Occasional visits to an esthetician who is an expert at safely removing blackheads during a facial can be beneficial.''Despite what one might read in popular style and fashion magazines, there is no magic product or regimen that is right for every person and situation.''Benzoyl peroxide causes red and scaly skin irritation in a small number of people, which goes away as soon as one stops using the product. Keep in mind that benzoyl peroxide is a bleach, so do not let products containing benzoyl peroxide come into contact with fabrics, leaving unsightly white spots on colored clothes, shirts, towels, and carpets.''One cannot stop oil glands from producing oil. Even ''isotretinoin'' (Accutane, see below) only slows down oil glands for a while; they resume normal activity later. It is possible to get rid of oil on the surface of the skin and reduce the appearance of shine.'   Mild cleansers: Washing once or twice a day with a mild cleansing bar or liquid (for example, Dove, Neutrogena, Basis, Purpose, and Cetaphil are all inexpensive and popular) will keep the skin clean and minimize sensitivity and irritation. Exfoliating cleansers and masks: A variety of mild scrubs, exfoliants, and masks can be used. These products may contain salicylic acid in a concentration that makes it a very mild peeling agent. These products remove the outer layer of the skin and thus open pores. Products containing glycolic or alpha hydroxy acids are also gentle skin exfoliants. Retinol: Not to be confused with the prescription medication Retin-A, this derivative of vitamin A can help promote skin peeling. Antibacterial cleansers: The most popular ingredient in over-the-counter antibacterial cleansers is benzoyl peroxide. Topical (external) applications: Antibacterial cleansers come in the form of gels, creams, and lotions that are applied to the affected area. The active ingredients that kill surface bacteria include benzoyl peroxide, sulfur, and resorcinol. Some brands promoted on the Internet and cable TV (such as ProActiv) are much more costly than identical and sometimes more potent products one can buy in the drugstore. Use a gentle astringent/toner to wipe away oil. (There are many brands available in pharmacies, as well as from manufacturers of cosmetic lines.) Products containing glycolic acid or one of the other alpha hydroxy acids are also helpful in clearing the skin by causing the superficial layer of the skin to peel (exfoliate). Masks containing sulfur and other ingredients draw out facial oil. Antibacterial pads containing benzoyl peroxide have the additional benefit of helping to wipe away oil."
How does a doctor treat acne?,"""It's best to consult a primary care physician or dermatologist if an individual is unable to adequately control his or her acne. The goal of treatment should be the ""'prevention'' of scarring (not a flawless complexion) so that after the condition spontaneously resolves there is no lasting sign of the affliction. Here are some of the options available:'   Topical (externally applied) antibiotics and antibacterials: These include erythromycin (E-Mycin, Eryc, Ery-Tab, PCE, Pediazole, Ilosone), clindamycin (BenzaClin, Duac), sulfacetamide (Klaron), azelaic acid (Azelex or Finacea), and dapsone (Aczone). Retinoids: Retin-A (tretinoin) has been in use for years, and preparations have become milder and gentler while still maintaining its effectiveness. Newer retinoids include adapalene (Differin) and tazarotene (Tazorac). These medications are especially helpful for unclogging pores. Side effects may include irritation and a mild increase in sensitivity to the sun. Adapalene 0.1% is now available without a prescription. With proper sun protection, however, they can be used even during sunny periods. The combination medication is known as Epiduo gel -- which contains the retinoid, adapalene, along with the antibacterial, benzoyl peroxide -- is applied once a day. Oral medications: Doctors may start antibiotic treatment with tetracycline (Sumycin) or one of the related ""cyclines,"" such as doxycycline (Vibramycin, Oracea, Adoxa, Atridox, and others) and minocycline (Dynacin, Minocin). Other oral antibiotics that are useful for treating acne are cefadroxil (Duricef), amoxicillin (Amoxil, DisperMox, Trimox), and sulfa drugs.Problems with these drugs can include allergic reactions (especially sulfa), gastrointestinal upset, and increased sun sensitivity. Doxycycline, in particular, is generally safe but can sometime cause esophagitis (irritation of the esophagus, producing discomfort when swallowing) and an increased tendency to sunburn.Despite the concern that the long-term use of tetracycline antibiotics for acne might ""weaken the immune system"" or induce bacterial resistance, these concerns seem to be unwarranted.Oral contraceptives: Oral contraceptives (birth control pills), which are low in estrogen to promote safety, have little effect on acne one way or the other. Some contraceptive pills have been shown to have modest effectiveness in treating acne. Those that have been U.S. FDA approved for treating acne are Estrostep, Ortho Tri-Cyclen, and Yaz. Most dermatologists work together with primary care physicians or gynecologists when recommending these medications.Spironolactone (Aldactone): This drug blocks androgen (hormone) receptors. It can cause breast tenderness, menstrual irregularities, and increased potassium levels in the bloodstream. It can help some women with resistant acne, however, and is generally well-tolerated in the young women who need it.Cortisone injections: To make large pimples and cysts flatten out fast, doctors inject them with a form of cortisone.Isotretinoin: Accutane was the original brand name; there are now several generic versions in common use, including Sotret, Claravis, and Amnesteem. Isotretinoin is an excellent treatment for severe, scarring, persistent acne and has been used on millions of patients since it was introduced in Europe in 1971 and the U.S. in 1982. It should be used for people with severe acne, chiefly of the cystic variety, that has been unresponsive to conventional therapies like those listed above. If taken in sufficient dosage, it should eliminate the need to continue the use of prescription drugs in most patients. The drug has many potential serious side effects and requires several unique controls before it is prescribed. This means that isotretinoin is not a good choice for people whose acne is not that severe but who are frustrated and want ""something that will knock acne out once and for all."" To use the drug, the prescribing physician, the patient, and the supplying pharmacy must be enrolled in the online ""iPLEDGE PROGRAM."" Used properly, isotretinoin is safe and produces few side effects beyond dry lips and occasional muscle aches. This drug is prescribed for five to six months at a dosage that has a high likelihood of preventing the return of acne. Fasting blood tests are monitored monthly to check liver function and the level of triglycerides, substances related to cholesterol, which often rise a bit during treatment but rarely to the point at which treatment has to be modified or stopped.Even though isotretinoin does not remain in the body after therapy is stopped, improvement is often long-lasting. It is safe to take two or three courses of the drug if unresponsive acne makes a comeback. It is, however, best to wait at least several months and to try other methods before using isotretinoin again.Isotretinoin has a high risk of inducing birth defects if taken by pregnant women. Women of childbearing age who take isotretinoin need two negative pregnancy tests (blood or urine) before starting the drug, monthly tests while they take it, and another after they are done. Those who are sexually active must use two forms of contraception, one of which is usually the oral contraceptive pill. Isotretinoin leaves the body completely when treatment is done; women must be sure to avoid pregnancy for one month after therapy is stopped. There is, however, no risk of childbearing after that time.Other concerns include inflammatory bowel disease and the risk of depression and suicide in patients taking isotretinoin. Recent evidence seems to indicate that these problems are exceedingly rare. Government oversight has resulted in a highly publicized and very burdensome national registration system for those taking the drug. This has reinforced concerns in many patients and their families have that isotretinoin is dangerous. Large-scale studies so far have shown no convincing evidence of increased risk for those taking isotretinoin compared with the general population. It is important for those taking this drug to report changes in mood or bowel habits (or any other symptoms) to their doctors. Even patients who are being treated for depression are not barred from taking isotretinoin, whose striking success often improves the mood and outlook of patients with severe disease. Problems with these drugs can include allergic reactions (especially sulfa), gastrointestinal upset, and increased sun sensitivity. Doxycycline, in particular, is generally safe but can sometime cause esophagitis (irritation of the esophagus, producing discomfort when swallowing) and an increased tendency to sunburn. Despite the concern that the long-term use of tetracycline antibiotics for acne might ""weaken the immune system"" or induce bacterial resistance, these concerns seem to be unwarranted. Oral contraceptives: Oral contraceptives (birth control pills), which are low in estrogen to promote safety, have little effect on acne one way or the other. Some contraceptive pills have been shown to have modest effectiveness in treating acne. Those that have been U.S. FDA approved for treating acne are Estrostep, Ortho Tri-Cyclen, and Yaz. Most dermatologists work together with primary care physicians or gynecologists when recommending these medications. Spironolactone (Aldactone): This drug blocks androgen (hormone) receptors. It can cause breast tenderness, menstrual irregularities, and increased potassium levels in the bloodstream. It can help some women with resistant acne, however, and is generally well-tolerated in the young women who need it. Cortisone injections: To make large pimples and cysts flatten out fast, doctors inject them with a form of cortisone. Isotretinoin: Accutane was the original brand name; there are now several generic versions in common use, including Sotret, Claravis, and Amnesteem. Isotretinoin is an excellent treatment for severe, scarring, persistent acne and has been used on millions of patients since it was introduced in Europe in 1971 and the U.S. in 1982. It should be used for people with severe acne, chiefly of the cystic variety, that has been unresponsive to conventional therapies like those listed above. If taken in sufficient dosage, it should eliminate the need to continue the use of prescription drugs in most patients. The drug has many potential serious side effects and requires several unique controls before it is prescribed. This means that isotretinoin is not a good choice for people whose acne is not that severe but who are frustrated and want ""something that will knock acne out once and for all."" To use the drug, the prescribing physician, the patient, and the supplying pharmacy must be enrolled in the online ""iPLEDGE PROGRAM."" Used properly, isotretinoin is safe and produces few side effects beyond dry lips and occasional muscle aches. This drug is prescribed for five to six months at a dosage that has a high likelihood of preventing the return of acne. Fasting blood tests are monitored monthly to check liver function and the level of triglycerides, substances related to cholesterol, which often rise a bit during treatment but rarely to the point at which treatment has to be modified or stopped. Even though isotretinoin does not remain in the body after therapy is stopped, improvement is often long-lasting. It is safe to take two or three courses of the drug if unresponsive acne makes a comeback. It is, however, best to wait at least several months and to try other methods before using isotretinoin again. Isotretinoin has a high risk of inducing birth defects if taken by pregnant women. Women of childbearing age who take isotretinoin need two negative pregnancy tests (blood or urine) before starting the drug, monthly tests while they take it, and another after they are done. Those who are sexually active must use two forms of contraception, one of which is usually the oral contraceptive pill. Isotretinoin leaves the body completely when treatment is done; women must be sure to avoid pregnancy for one month after therapy is stopped. There is, however, no risk of childbearing after that time. Other concerns include inflammatory bowel disease and the risk of depression and suicide in patients taking isotretinoin. Recent evidence seems to indicate that these problems are exceedingly rare. Government oversight has resulted in a highly publicized and very burdensome national registration system for those taking the drug. This has reinforced concerns in many patients and their families have that isotretinoin is dangerous. Large-scale studies so far have shown no convincing evidence of increased risk for those taking isotretinoin compared with the general population. It is important for those taking this drug to report changes in mood or bowel habits (or any other symptoms) to their doctors. Even patients who are being treated for depression are not barred from taking isotretinoin, whose striking success often improves the mood and outlook of patients with severe disease. Light treatments: Recent years have brought reports of success in treating acne using special lights and similar devices, alone or in conjunction with photosensitizing dyes. It appears that these treatments are safe and can be effective, but it is not clear that their success is lasting. At this point, laser treatment of acne is best thought of as an adjunct to conventional therapy, rather than as a substitute. Chemical peels: Whether the superficial peels (like glycolic acid) performed by estheticians or deeper ones performed in the doctor's office, chemical peels are of modest, supportive benefit only, and in general, they do not substitute for regular therapy. Treatment of acne scars: For those patients whose acne has gone away but left them with permanent scarring, several options are available. These include surgical procedures to elevate deep, depressed acne scars and laser resurfacing to smooth out shallow acne scars. Newer forms of laser resurfacing (""fractional resurfacing"") are less invasive and heal faster than older methods, although results are less complete and the procedures may need to be repeated three or more times. These treatments can help, but they are never completely successful at eliminating acne scars."
