Questions,Answer
Is it possible to prevent gastroesophageal junction adenocarcinoma?,"'It is impossible to completely prevent gastroesophageal adenocarcinoma, but you can take steps to decrease your risk. Getting adequate treatment if you have been diagnosed with ''GERD'"" or Barrett's esophagus can lower your risk. Eating a healthy ""'diet'' and maintaining a healthy weight can decrease the risk. Reducing alcohol use and not using tobacco can also lower your risk.' "
What is GERD or acid reflux?,"'Gastroesophageal reflux disease, commonly referred to as GERD or acid reflux is a condition in which the liquid content of the stomach regurgitates (backs up or refluxes) into the esophagus. The liquid can inflame and damage the lining (esophagitis) although visible signs of inflammation occur in a minority of patients. The regurgitated liquid usually contains acid and pepsin that are produced by the stomach. (Pepsin is an enzyme that begins the ''digestion'' of proteins in the stomach.) The refluxed liquid also may contain bile that has backed-up into the stomach from the duodenum. The first part of the small intestine attached to the stomach. Acid is believed to be the most injurious component of the refluxed liquid. Pepsin and bile also may injure the esophagus, but their role in the production of esophageal inflammation and damage is not as clear as the role of acid.''GERD is a chronic condition. Once it begins, it usually is life-long. If there is an injury to the lining of the esophagus (esophagitis), this also is a chronic condition. Moreover, after the esophagus has healed with treatment and treatment is stopped, the injury will return in most patients within a few months. Once treatment for GERD is begun it will need to be continued indefinitely although. However, some patients with intermittent symptoms and no esophagitis can be treated only during symptomatic periods.'""In fact, reflux of the stomach's liquid contents into the esophagus occurs in most normal individuals. One study found that reflux occurs frequently in normal individuals as in patients with GERD. In patients with GERD, however, the refluxed liquid contains acid more often, and the acid remains in the esophagus longer. It has also been found that liquid refluxes to a higher level in the esophagus in patients with GERD than normal individuals.""'As is often the case, the body has ways to protect itself from the harmful effects of reflux and acid. For example, most reflux occurs during the day when individuals are upright. In the upright position, the refluxed liquid is more likely to flow back down into the stomach due to the effect of gravity. In addition, while individuals are awake, they repeatedly swallow, whether or not there is reflux. Each swallow carries any refluxed liquid back into the stomach. Finally, the salivary glands in the mouth produce saliva, which contains bicarbonate. With each swallow, bicarbonate-containing saliva travels down the esophagus. The bicarbonate neutralizes the small amount of acid that remains in the esophagus after gravity and swallowing has removed most of the acidic liquid.''Gravity, swallowing, and saliva are important protective mechanisms for the esophagus, but they are effective only when individuals are in the upright position. At night during ''sleep'', gravity has no effect, swallowing stops, and the secretion of saliva is reduced. Therefore, reflux that occurs at night is more likely to result in acid remaining in the esophagus longer and causing greater damage to the esophagus.''Certain conditions make a person susceptible to GERD. For example, GERD can be a serious problem during ''pregnancy''. The elevated hormone levels of pregnancy probably cause reflux by lowering the pressure in the lower esophageal sphincter (see below). At the same time, the growing fetus increases the pressure in the abdomen. Both of these effects would be expected to increase reflux. Also, patients with diseases that weaken the esophageal muscles, such as ''scleroderma'' or mixed connective tissue diseases, are more prone to develop GERD.' "
What causes GERD (acid reflux)?,"'The cause of GERD is complex and may involve multiple causes. Moreover, different causes may affect different individuals or even in the same individual at different times. A small number of patients with GERD produce abnormally large amounts of acid, but this is uncommon and not a contributing factor in the vast majority of patients. ''The factors that contribute to GERD are:''The action of the lower esophageal sphincter (LES) is perhaps the most important factor (mechanism) for preventing reflux. The esophagus is a muscular tube that extends from the lower throat to the stomach. The LES is a specialized ring of muscle that surrounds the lower-most end of the esophagus where it joins the stomach. The muscle that makes up the LES is active most of the time, that is, at rest. This means that it is contracting and closing off the passage from the esophagus into the stomach. This closing of the passage prevents reflux. When food or saliva is swallowed, the LES relaxes for a few seconds to allow the food or saliva to pass from the esophagus into the stomach, and then it closes again.''Several different abnormalities of the LES have been found in patients with GERD. Two of them involve the function of the LES. The first is abnormally weak contraction of the LES, which reduces its ability to prevent reflux. The second is abnormal relaxations of the LES, called transient LES relaxations. They are abnormal in that they do not accompany swallows and they last for a long time, up to several minutes. These prolonged relaxations allow reflux to occur more easily. The transient LES relaxations occur in patients with GERD most commonly after meals when the stomach is distended with food. Transient LES relaxations also occur in individuals without GERD, but they are infrequent.''The most recently-described abnormality in patients with GERD is laxity of the LES. Specifically, similar distending pressures open the LES more in patients with GERD than in individuals without GERD. At least theoretically, this would allow easier opening of the LES and/or greater backward flow of acid into the esophagus when the LES is open.''Hiatal hernias contribute to reflux, although the way in which they contribute is not clear. A majority of patients with GERD have hiatal hernias, but many do not. Therefore, it is not necessary to have a ''hiatal hernia'' in order to have GERD. Moreover, many people have hiatal hernias but do not have GERD. It is not known for certain how or why hiatal hernias develop.''Normally, the LES is located at the same level where the esophagus passes from the chest through a small opening in the ''diaphragm'' and into the abdomen. (The diaphragm is a muscular, horizontal partition that separates the chest from the abdomen.) When there is a hiatal ''hernia'', a small part of the upper stomach that attaches to the esophagus pushes up through the diaphragm. As a result, a small part of the stomach and the LES come to lie in the chest, and the LES is no longer at the level of the diaphragm.''It appears that the diaphragm that surrounds the LES is important in preventing reflux. That is, in individuals without hiatal hernias, the diaphragm surrounding the esophagus is continuously contracted, but then relaxes with swallows, just like the LES. Note that the effects of the LES and diaphragm occur at the same location in patients without hiatal hernias. Therefore, the barrier to reflux is equal to the sum of the pressures generated by the LES and the diaphragm. When the LES moves into the chest with a hiatal hernia, the diaphragm and the LES continue to exert their pressures and barrier effect. However, they now do so at different locations. Consequently, the pressures are no longer additive. Instead, a single, high-pressure barrier to reflux is replaced by two barriers of lower pressure, and reflux thus occurs more easily. So, decreasing the pressure barrier is one way that a hiatal hernia can contribute to reflux.''As previously mentioned, swallows are important in eliminating acid in the esophagus. Swallowing causes a ring-like wave of contraction of the esophageal muscles, which narrows the lumen (inner ''cavity'') of the esophagus. The contraction, referred to as peristalsis, begins in the upper esophagus and travels to the lower esophagus. It pushes food, saliva, and whatever else is in the esophagus into the stomach.''When the wave of contraction is defective, refluxed acid is not pushed back into the stomach. In patients with GERD, several abnormalities of contraction have been described. For example, waves of contraction may not begin after each swallow or the waves of contraction may die out before they reach the stomach. Also, the pressure generated by the contractions may be too weak to push the acid back into the stomach. Such abnormalities of contraction, which reduce the clearance of acid from the esophagus, are found frequently in patients with GERD. In fact, they are found most frequently in those patients with the most severe GERD. The effects of abnormal esophageal contractions would be expected to be worse at night when gravity is not helping to return refluxed acid to the stomach. Note that ''smoking'' also substantially reduces the clearance of acid from the esophagus. This effect continues for at least 6 hours after the last ''cigarette''.''Most reflux during the day occurs after meals. This reflux probably is due to transient LES relaxations that are caused by distention of the stomach with food. A minority of patients with GERD, about, has been found to have stomachs that empty abnormally slowly after a meal. This is called ''gastroparesis''. The slower emptying of the stomach prolongs the distention of the stomach with food after meals. Therefore, the slower emptying prolongs the period of time during which reflux is more likely to occur. There are several medications associated with impaired gastric emptying, such as:''Individuals should not stop taking these or any drugs that are prescribed until the prescribing doctor has discussed the potential GERD situation with them.'   lower esophageal sphincter abnormalities, hiatal hernias,  abnormal esophageal contractions, and slow or prolonged emptying of the stomach. narcotics,  tricyclic antidepressants,  calcium channel blockers (CCBs),  clonidine,  dopamine agonists,  lithium (Eskalith, Lithobid), nicotine and progesterone."
What are the symptoms of uncomplicated GERD?,"'The symptoms of uncomplicated GERD are primarily:''Other symptoms occur when there are complications of GERD and willbe discussed with the complications.''When acid refluxes back into the esophagus in patients with GERD, nervefibers in the esophagus are stimulated. This nerve stimulation results mostcommonly in heartburn, the ''pain'' that is characteristic of GERD. Heartburnusually is described as a burning ''pain'' in the middle of the chest. It may starthigh in the abdomen or may extend up into the neck. In some patients, however,the pain may be sharp or pressure-like, rather than burning. Such pain can mimic''heart'' pain (''angina''). In other patients, the pain may extend to the back.''Sinceacid reflux is more common after meals, heartburn is more common after meals.Heartburn is also more common when individuals lie down because without theeffects of gravity, reflux occurs more easily, and acid is returned to the stomach more slowly. Many patients with GERD are awakened from ''sleep'' by heartburn.''Episodes of heartburn tendto happen periodically. This means that the episodes are more frequent or severefor a period of several weeks or months, and then become less frequent orsevere or even absent for several weeks or months. This periodicity of symptoms provides the rationale for intermittent treatment in patients with GERD who do not have esophagitis. Nevertheless, heartburn is alife-long problem, and it almost always returns.''Regurgitation is the appearance of refluxed liquid in the mouth. In most patients with GERD, usually only small quantities of liquid reach the esophagus, and the liquid remains in the lower esophagus. Occasionally in some patients with GERD, larger quantities of liquid, sometimes containing food, are refluxed and reach the upper esophagus.'""At the upper end of the esophagus is the upper esophageal sphincter (UES).The UES is a circular ring of muscle that is very similar in its actions to theLES. That is, the UES prevents esophageal contents from backing up into thethroat. When small amounts of refluxed liquid and/or foods get pastthe UES and enter the throat, there may be an acid taste in the mouth. If largerquantities breach the UES, patients may suddenly find their mouths filled withthe liquid or food. What's more, frequent or prolonged regurgitation can leadto acid-induced erosions of the ""'teeth''.''Nausea is uncommon in GERD. In some patients, however, it may be frequent orsevere and may result in ''vomiting''. In fact, in patients with unexplained nauseaand/or ''vomiting'', GERD is one of the first conditions to be considered. It is not clearwhy some patients with GERD develop mainly heartburn and others develop mainlynausea.' heartburn 
(sometimes interpreted as chest pain),  regurgitation,
and  nausea. 
	"
What are the complications of GERD?,"'The liquid from the stomach that refluxes into the esophagus damages the cells lining the esophagus. The body responds in the way that it usually responds to damage, which is with inflammation (esophagitis). The purpose of inflammation is to neutralize the damaging agent and begin the process of healing. If the damage goes deeply into the esophagus, an ulcer forms. An ulcer is simply a break in the lining of the esophagus that occurs in an area of inflammation. Ulcers and the additional inflammation they provoke may erode into the esophageal blood vessels and give rise to bleeding into the esophagus.''Occasionally, the bleeding is severe and may require:''Ulcers of the esophagus heal with the formation of ''scars'' (fibrosis). Over time, the ''scar tissue'' shrinks and narrows the lumen (inner ''cavity'') of the esophagus. This scarred narrowing is called a stricture. Swallowed food may get stuck in the esophagus once the narrowing becomes severe enough (usually when it restricts the esophageal lumen to a diameter of one centimeter). This situation may necessitate endoscopic removal of the stuck food. Then, to prevent food from sticking, the narrowing must be stretched (widened). Moreover, to prevent a recurrence of the stricture, reflux also must be prevented.'""Long-standing and/or severe GERD causes changes in the cells that line the esophagus in some patients. These cells are pre-cancerous and may, though usually, become cancerous. This condition is referred to as Barrett's esophagus and occurs in approximately 10% of patients with GERD. The type of ""'esophageal cancer'"" associated with Barrett's esophagus (""'adenocarcinoma'"") is increasing in frequency. It is not clear why some patients with GERD develop Barrett's esophagus, but most do not.""""Barrett's esophagus can be recognized visually at the time of an ""'endoscopy'"" and confirmed by microscopic examination of the lining cells. Then, patients with Barrett's esophagus can undergo periodic surveillance endoscopies with biopsies although there is not agreement as to which patients require surveillance. The purpose of surveillance is to detect progression from pre-""'cancer'' to more cancerous changes so that ''cancer'""-preventing treatment can be started. It also is believed that patients with Barrett's esophagus should receive maximum treatment for GERD to prevent further damage to the esophagus. Procedures are being studied that remove the abnormal lining cells. Several endoscopic, non-surgical techniques can be used to remove the cells. These techniques are attractive because they do not require surgery; however, there are associated with complications, and the long-term effectiveness of the treatments has not yet been determined. Surgical removal of the esophagus is always an option.""'Many nerves are in the lower esophagus. Some of these nerves are stimulated by the refluxed acid, and this stimulation results in pain (usually heartburn). Other nerves that are stimulated do not produce pain. Instead, they stimulate yet other nerves that provoke ''coughing''. In this way, refluxed liquid can cause coughing without ever reaching the throat! In a similar manner, reflux into the lower esophagus can stimulate esophageal nerves that connect to and can stimulate nerves going to the lungs. These nerves to the lungs then can cause the smaller ''breathing'' tubes to narrow, resulting in an attack of ''asthma''.''Although GERD may cause ''cough'', it is not a common cause of unexplained coughing. Although GERD also may be a cause of ''asthma'', it is more likely that it precipitates ''asthmatic'' attacks in patients who already have asthma. Although ''chronic cough'' and asthma are common ailments, it is not clear just how often they are aggravated or caused by GERD.''If refluxed liquid gets past the upper esophageal sphincter, it can enter the throat (pharynx) and even the voice box (larynx). The resulting inflammation can lead to a ''sore throat'' and ''hoarseness''. As with coughing and asthma, it is not clear just how commonly GERD is responsible for otherwise unexplained inflammation of the throat and larynx.''Refluxed liquid that passes from the throat (pharynx) and into the larynx can enter the lungs (aspiration). The reflux of liquid into the lungs (called aspiration) often results in coughing and choking. Aspiration, however, also can occur without producing these symptoms. With or without these symptoms, aspiration may lead to infection of the lungs and result in ''pneumonia''. This type of ''pneumonia'' is a serious problem requiring immediate treatment. When aspiration is unaccompanied by symptoms, it can result in a slow, progressive scarring of the lungs (''pulmonary fibrosis'') that can be seen on chest ''X-rays''. Aspiration is more likely to occur at night because that is when the processes (mechanisms) that protect against reflux are not active and the coughing reflex that protects the lungs also is not active.''The throat communicates with the nasal passages. In small children, two patches of lymph tissue, called the ''adenoids'', are located where the upper part of the throat joins the nasal passages. The passages from the sinuses and the tubes from the middle ears (Eustachian tubes) open into the rear of the nasal passages near the adenoids. Refluxed liquid that enters the upper throat can inflame the adenoids and cause them to swell. The swollen adenoids then can block the passages from the sinuses and the Eustachian tubes. When the sinuses and middle ears are closed off from the nasal passages by the swelling of the adenoids, fluid accumulates within them. This accumulation of fluid can lead to discomfort in the sinuses and ears. Since the adenoids are prominent in young children, and not in adults, this fluid accumulation in the ears and sinuses is seen in children and not adults.'   blood transfusions, an endoscopic procedure (in which a tube is inserted through the mouth into the esophagus to visualize the site of bleeding and to stop the bleeding), or surgical treatment."
How is GERD or acid reflux diagnosed and evaluated?,"'There are a variety of procedures, tests, and evaluation of symptoms (for example, heartburn) to diagnose and evaluate patients with GERD.'  "
Symptoms and procedures to diagnose GERD,"'The usual way that GERD is by its characteristic symptom, heartburn. Heartburn is most frequently described as a sub-sternal (under the middle of the chest) burning that occurs after meals and often worsens when lying down. To confirm the diagnosis, physicians often treat patients with medications to suppress the production of acid by the stomach. If the heartburn then is diminished to a large extent, the diagnosis of GERD is considered confirmed. This approach of making a diagnosis on the basis of a response of the symptoms to treatment is commonly called a therapeutic trial.''There are problems with this approach For instance, patients who have conditions that can mimic GERD, specifically duodenal or gastric (stomach) ulcers, also can actually respond to such treatment. In this situation, if the physician assumes that the problem is GERD, the cause of the ulcer disease would be missed such as a type of infection called  ''Helicobacter pylori'' (''H. pylori''), or nonsteroidal anti-inflammatory drugs or ''NSAIDS'' (for example, ''ibuprofen''), can also cause ulcers and these conditions would be treated differently from GERD.'""Moreover, as with any treatment, there is perhaps a 20% placebo effect, which means that 20% of patients will respond to a placebo (inactive) pill or, indeed, to any treatment. This means that 20% of patients who have causes of their symptoms other than GERD (or ulcers) will have a decrease in their symptoms after receiving the treatment for GERD. Thus, on the basis of their response to treatment (the therapeutic trial), these patients then will continue to be treated for GERD, even though they do not have GERD. What's more, the true cause of their symptoms will not be pursued.""'Upper gastrointestinal endoscopy (also known as esophago-gastro-duodenoscopy or ''EGD'') is a common way of diagnosing GERD. EGD is a procedure in which a tube containing an optical system for visualization is swallowed. As the tube progresses down the gastrointestinal tract, the lining of the esophagus, stomach, and duodenum can be examined.'""The esophagus of most patients with symptoms of reflux looks normal. Therefore, in most patients, endoscopy will not help in the diagnosis of GERD. However, sometimes the lining of the esophagus appears inflamed (esophagitis). Moreover, if erosions (superficial breaks in the esophageal lining) or ulcers (deeper breaks in the lining) are seen, a diagnosis of GERD can be made confidently. Endoscopy will also identify several of the complications of GERD, specifically, ulcers, strictures, and Barrett's esophagus. Biopsies also may be obtained.""'Finally, other common problems that may be causing GERD like symptoms can be diagnosed (for example ulcers, inflammation, or ''cancers'' of the stomach or duodenum) with EGD.'""Biopsies of the esophagus that are obtained through the endoscope are not considered very useful for diagnosing GERD. They are useful, however, in diagnosing cancers or causes of esophageal inflammation other than acid reflux, particularly infections. Moreover, biopsies are the only means of diagnosing the cellular changes of Barrett's esophagus. More recently, it has been suggested that even in patients with GERD whose esophagi appear normal to the eye, biopsies will show widening of the spaces between the lining cells, possibly an indication of damage. It is too early to conclude, however, that seeing widening is specific enough to be confidently that GERD is present.""'Before the introduction of endoscopy, an X-ray of the esophagus (called an esophagram) was the only means of diagnosing GERD. Patients swallowed barium (contrast material), and X-rays of the barium-filled esophagus were then taken. The problem with the esophagram was that it was an insensitive test for diagnosing GERD. That is, it failed to find signs of GERD in many patients who had GERD because the patients had little or no damage to the lining of the esophagus. The X-rays were able to show only the infrequent complications of GERD, for example, ulcers and strictures. X-rays have been abandoned as a means of diagnosing GERD, although they still can be useful along with endoscopy in the evaluation of complications.''When GERD affects the throat or larynx and causes symptoms of cough, ''hoarseness'', or ''sore throat'', patients often visit an ear, nose, and throat (ENT) specialist. The ENT specialist frequently finds signs of inflammation of the throat or larynx. Although diseases of the throat or larynx usually are the cause of the inflammation, sometimes GERD can be the cause. Accordingly, ENT specialists often try acid-suppressing treatment to confirm the diagnosis of GERD. This approach, however, has the same problems as discussed above, that result from using the response to treatment to confirm GERD.' "
GERD (acid reflux) tests,"'Esophageal acid testing is considered a ""gold standard"" for diagnosing GERD. As discussed previously, the reflux of acid is common in the general population. However, patients with the symptoms or complications of GERD have reflux of more acid than individuals without the symptoms or complications of GERD. Moreover, normal individuals and patients with GERD can be distinguished moderately well from each other by the amount of time that the esophagus contains acid.''The amount of time that the esophagus contains acid is determined by a test called a 24-hour ''esophageal pH test''. (pH is a mathematical way of expressing the amount of acidity.) For this test, a small tube (catheter) is passed through the nose and positioned in the esophagus. On the tip of the catheter is a sensor that senses acid. The other end of the catheter exits from the nose, wraps back over the ear, and travels down to the waist, where it is attached to a recorder. Each time acid refluxes back into the esophagus from the stomach, it stimulates the sensor and the recorder records the episode of reflux. After a 20 to 24 hour period of time, the catheter is removed and the record of reflux from the recorder is analyzed.''There are problems with using pH testing for diagnosing GERD. Despite the fact that normal individuals and patients with GERD can be separated fairly well on the basis of pH studies, the separation is not perfect. Therefore, some patients with GERD will have normal amounts of acid reflux and some patients without GERD will have abnormal amounts of acid reflux. It requires something other than the pH test to confirm the presence of GERD, for example, typical symptoms, response to treatment, or the presence of complications of GERD. GERD also may be confidently diagnosed when episodes of heartburn correlate with acid reflux as shown by acid testing.''pH testing has uses in the management of GERD other than just diagnosing GERD. For example, the test can help determine why ''GERD symptoms'' do not respond to treatment. Perhaps 10 to 20 percent of patients will not have their symptoms substantially improved by treatment for GERD. This lack of response to treatment could be caused by ineffective treatment. This means that the medication is not adequately suppressing the production of acid by the stomach and is not reducing acid reflux. Alternatively, the lack of response can be explained by an incorrect diagnosis of GERD. In both of these situations, the pH test can be very useful. If testing reveals substantial reflux of acid while medication is continued, then the treatment is ineffective and will need to be changed. If testing reveals good acid suppression with minimal reflux of acid, the diagnosis of GERD is likely to be wrong and other causes for the symptoms need to be sought.''pH testing also can be used to help evaluate whether reflux is the cause of symptoms (usually heartburn). To make this evaluation, while the 24-hour ph testing is being done, patients record each time they have symptoms. Then, when the test is being analyzed, it can be determined whether or not acid reflux occurred at the time of the symptoms. If reflux did occur at the same time as the symptoms, then reflux is likely to be the cause of the symptoms. If there was no reflux at the time of symptoms, then reflux is unlikely to be the cause of the symptoms.'""Lastly, pH testing can be used to evaluate patients prior to endoscopic or surgical treatment for GERD. As discussed above, some 20% of patients will have a decrease in their symptoms even though they don't have GERD (the placebo effect). Prior to endoscopic or surgical treatment, it is important to identify these patients because they are not likely to benefit from the treatments. The pH study can be used to identify these patients because they will have normal amounts of acid reflux.""'A newer method for prolonged measurement (48 hours) of acid exposure in the esophagus utilizes a small, wireless capsule that is attached to the esophagus just above the LES. The capsule is passed to the lower esophagus by a tube inserted through either the mouth or the nose. After the capsule is attached to the esophagus, the tube is removed. The capsule measures the acid refluxing into the esophagus and transmits this information to a receiver that is worn at the waist. After the study, usually after 48 hours, the information from the receiver is downloaded into a computer and analyzed. The capsule falls off of the esophagus after 3-5 days and is passed in the ''stool''. (The capsule is not reused.)'""The advantage of the capsule over standard pH testing is that there is no discomfort from a catheter that passes through the throat and nose. Moreover, with the capsule, patients look normal (they don't have a catheter protruding from their noses) and are more likely to go about their daily activities, for example, go to work, without feeling self-conscious. Because the capsule records for a longer period than the catheter (48 versus 24 hours), more data on acid reflux and symptoms are obtained. Nevertheless, it is not clear whether obtaining additional information is important.""'Capsule pH testing is expensive. Sometimes the capsule does not attach to the esophagus or falls off prematurely. For periods of time the receiver may not receive signals from the capsule, and some of the information about reflux of acid may be lost. Occasionally there is pain with swallowing after the capsule has been placed, and the capsule may need to be removed endoscopically. Use of the capsule is an exciting use of new technology although it has its own specific problems.''Esophageal motility testing determines how well the muscles of the esophagus are working. For motility testing, a thin tube (catheter) is passed through a nostril, down the back of the throat, and into the esophagus. On the part of the catheter that is inside the esophagus are sensors that sense pressure. A pressure is generated within the esophagus that is detected by the sensors on the catheter when the muscle of the esophagus contracts. The end of the catheter that protrudes from the nostril is attached to a recorder that records the pressure. During the test, the pressure at rest and the relaxation of the lower esophageal sphincter are evaluated. The patient then swallows sips of water to evaluate the contractions of the esophagus.''Esophageal motility testing has two important uses in evaluating GERD. The first is in evaluating symptoms that do not respond to treatment for GERD since the abnormal function of the esophageal muscle sometimes causes symptoms that resemble the ''symptoms of GERD''. Motility testing can identify some of these abnormalities and lead to a diagnosis of an esophageal motility disorder. The second use is evaluation prior to surgical or endoscopic treatment for GERD. In this situation, the purpose is to identify patients who also have motility disorders of the esophageal muscle. The reason for this is that in patients with motility disorders, some surgeons will modify the type of surgery they perform for GERD.''Gastric emptying studies are studies that determine how well food empties from the stomach. As discussed above, about 20 % of patients with GERD have slow emptying of the stomach that may be contributing to the reflux of acid. For gastric emptying studies, the patient eats a meal that is labeled with a radioactive substance. A sensor that is similar to a Geiger counter is placed over the stomach to measure how quickly the radioactive substance in the meal empties from the stomach.''Information from the emptying study can be useful for managing patients with GERD. For example, if a patient with GERD continues to have symptoms despite treatment with the usual medications, doctors might prescribe other medications that speed-up emptying of the stomach. Alternatively, in conjunction with ''GERD surgery'', they might do a surgical procedure that promotes a more rapid emptying of the stomach. Nevertheless, it is still debated whether a finding of reduced gastric emptying should prompt changes in the surgical treatment of GERD.''Symptoms of nausea, vomiting, and regurgitation may be due either to abnormal gastric emptying or GERD. An evaluation of gastric emptying, therefore, may be useful in identifying patients whose symptoms are due to abnormal emptying of the stomach rather than to GERD.''The acid perfusion (Bernstein) test is used to determine if ''chest pain'"" is caused by acid reflux. For the acid perfusion test, a thin tube is passed through one nostril, down the back of the throat, and into the middle of the esophagus. A dilute, acid solution and a physiologic salt solution (similar to the fluid that bathes the body's cells) are alternately poured (perfused) through the catheter and into the esophagus. The patient is unaware of which solution is being infused. If the perfusion with acid provokes the patient's usual pain and perfusion of the salt solution produces no pain, it is likely that the patient's pain is caused by acid reflux.""""The acid perfusion test, however, is used only rarely. A better test for correlating pain and acid reflux is a 24-hour esophageal pH or pH capsule study during which patients note when they are having pain. It then can be determined from the pH recording if there was an episode of acid reflux at the time of the pain. This is the preferable way of deciding if acid reflux is causing a patient's pain. It does not work well, however, for patients who have infrequent pain, for example every two to three days, which may be missed by a one or two day pH study. In these cases, an acid perfusion test may be reasonable."" "
How is GERD (acid reflux) treated?,"'One of the simplest treatments for GERD is referred to as life-style changes, a combination of several changes in habit, particularly related to eating.'  "
Lifestyle changes and GERD (acid reflux) diet,"""As discussed above, reflux of acid is more injurious at night than during the day. At night, when individuals are lying down, it is easier for reflux to occur. The reason that it is easier is because gravity is not opposing the reflux, as it does in the upright position during the day. In addition, the lack of an effect of gravity allows the refluxed liquid to travel further up the esophagus and remain in the esophagus longer. These problems can be overcome partially by elevating the upper body in bed. The elevation is accomplished either by putting blocks under the bed's ""'feet'' at the head of the bed or, more conveniently, by sleeping with the upper body on a foam rubber wedge. These maneuvers raise the esophagus above the stomach and partially restore the effects of gravity. It is important that the upper body and not just the head be elevated. Elevating only the head does not raise the esophagus and fails to restore the effects of gravity.''Elevation of the upper body at night generally is recommended for all patients with GERD. Nevertheless, most patients with GERD have reflux only during the day and elevation at night is of little benefit for them. It is not possible to know for certain which patients will benefit from elevation at night unless acid testing clearly demonstrates night reflux. However, patients who have heartburn, regurgitation, or other symptoms of GERD at night are probably experiencing reflux at night and definitely should elevate their upper body when sleeping. Reflux also occurs less frequently when patients lie on their left rather than their right sides.''Several changes in eating habits can be beneficial in treating GERD. Reflux is worse following meals. This probably is so because the stomach is distended with food at that time and transient relaxations of the lower esophageal sphincter are more frequent. Therefore, smaller and earlier evening meals may reduce the amount of reflux for two reasons. First, the smaller meal results in lesser distention of the stomach. Second, by bedtime, a smaller and earlier meal is more likely to have emptied from the stomach than is a larger one. As a result, reflux is less likely to occur when patients with GERD lie down to sleep.''Certain foods are known to reduce the pressure in the lower esophageal sphincter and thereby promote reflux. These foods should be avoided and include:''Fatty foods (which should be decreased) and ''smoking'' (which should be stopped) also reduce the pressure in the sphincter and promote reflux.''In addition, patients with GERD may find that other foods aggravate their symptoms. Examples are spicy or acid-containing foods, like citrus juices, carbonated ''beverages'', and tomato juice. These foods should also be avoided if they provoke symptoms.''One novel approach to the treatment of GERD is chewing gum. Chewing gum stimulates the production of more bicarbonate-containing saliva and increases the rate of swallowing. After the saliva is swallowed, it neutralizes acid in the esophagus. In effect, chewing gum exaggerates one of the normal processes that neutralize acid in the esophagus. It is not clear, however, how effective chewing gum is in treating heartburn. Nevertheless, chewing gum after meals is certainly worth a try.'   chocolate, peppermint, alcohol, and caffeinated drinks."
